Product,Brewer Value,Brand Value,Package Value,Segment Value,AB Segment Value,AB Subsegment Value,AB Megasegment Value,Date,Display Count,Display Share,Distribution (%),Feature Count,Feature Share,Price per Unit,Price per Volume,Unit Sales,Volume Sales,Volume Share of Category, Average of Max TemperatureC , Average of Mean TemperatureC , Average of Min TemperatureC , Average of Dew PointC , Average of MeanDew PointC , Average of Min DewpointC , Average of Max Humidity , Average of  Mean Humidity , Average of  Min Humidity , Average of  Max Sea Level PressurehPa , Average of  Mean Sea Level PressurehPa , Average of  Min Sea Level PressurehPa , Average of  Max VisibilityKm , Average of  Mean VisibilityKm , Average of  Min VisibilitykM , Average of  Max Wind SpeedKm/h , Average of  Mean Wind SpeedKm/h , Average of  Max Gust SpeedKm/h , Average of Precipitationmm , Average of  CloudCover , Average of WindDirDegrees ," State GDP(Millions of dollars, seasonally adjusted at annual rates.) "," Alcohol Retail Trade employees (in 1000s, State) ","State Personal income (thousands of dollars, seasonally adjusted,quarterly)","Resident Population in city, Thousands of Persons, Annual, Not Seasonally Adjusted","Per Capita Personal Income in city, Dollars, Annual, Not Seasonally Adjusted",Occupancy (%) ,Labor Force in city,Employment in city,Unemployment in city,Unemp. Rate in city,"Consumer Price Index, Malt Beverages","Consumer Price Index, Wine",Producer Price Index by Industry
BRAND164 18-PACK 11.2-13 OZ GLASS,COMPETITOR 1,BRAND164,18-PACK 11.2-13 OZ GLASS,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,10/19/2014,24,0.096372317,0.249645302,333,0.935255292,15.07635026,20.10180035,1575,1181.441744,0.131754212,27.57142857,22.14285714,16.42857143,16.42857143,14,10.85714286,87.85714286,64,40,1014.571429,1012.857143,1011.714286,16,15.14285714,9.857142857,12.85714286,1.714285714,20.57142857,0,1.571428571,242.2857143,2394469,15.4,1974525376,10109.436,49400,0.804,5033900,4635900,397900,0.079,1.336,12.283,102.7
BRAND164 18-PACK 11.2-13 OZ GLASS,COMPETITOR 1,BRAND164,18-PACK 11.2-13 OZ GLASS,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,10/26/2014,20,0.081335947,0.239988987,88,0.217099647,15.63383805,20.8451174,1334,1000.342703,0.108401951,25.83333333,21,15.83333333,15.16666667,13.33333333,10.83333333,84.83333333,64.5,43.66666667,1015.5,1013.833333,1012.333333,16,15.83333333,13,13.83333333,2,20.83333333,1.058333333,2.166666667,249.3333333,2394469,15.4,1974525376,10109.436,49400,0.804,5033900,4635900,397900,0.079,1.336,12.283,102.7
BRAND164 18-PACK 11.2-13 OZ GLASS,COMPETITOR 1,BRAND164,18-PACK 11.2-13 OZ GLASS,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,11-09-2014,17,0.07788377,0.231403606,276,0.886318985,14.53602279,19.38136371,1487,1115.005587,0.129208369,22,18.57142857,15,13.57142857,12.71428571,10.71428571,85.42857143,70.71428571,55,1015.857143,1014.428571,1012.714286,16,14,9.142857143,12.71428571,2.285714286,21.14285714,0,4.714285714,153.7142857,2394469,15.5,1974525376,10109.436,49400,0.724,5034400,4641300,393100,0.078,1.235,10.694,101.8
BRAND164 18-PACK 11.2-13 OZ GLASS,COMPETITOR 1,BRAND164,18-PACK 11.2-13 OZ GLASS,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,12/14/2014,27,0.131375228,0.211301247,303,0.716191049,15.08129174,20.10838899,959,719.6049586,0.092800859,17.85714286,13.71428571,9.571428571,10.28571429,8.428571429,5.857142857,87,69.28571429,51.14285714,1020.857143,1018.714286,1017,16,14.85714286,11.85714286,11.57142857,1.571428571,18,2.37,2.571428571,157.2857143,2394469,15.8,1974525376,10109.436,49400,0.675,5034000,4646200,387800,0.077,1.349,14.42,101.5
BRAND164 18-PACK 11.2-13 OZ GLASS,COMPETITOR 1,BRAND164,18-PACK 11.2-13 OZ GLASS,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,12/21/2014,9,0.035887103,0.200879311,27,0.055903453,16.25461525,21.67282034,894,670.6285895,0.07333669,21.14285714,15.14285714,9,8.571428571,3.571428571,-0.714285714,78,52.57142857,26.71428571,1019.857143,1017.142857,1014.142857,15.57142857,13.85714286,10.71428571,11.14285714,2.285714286,20.6,0,0.285714286,119.1428571,2394469,15.8,1974525376,10109.436,49400,0.675,5034000,4646200,387800,0.077,1.349,14.42,101.5
BRAND164 18-PACK 12 OZ CAN,COMPETITOR 1,BRAND164,18-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,06-08-2014,52,0.197636073,0.561304911,29,0.087373774,14.55643386,19.40857848,3962,2971.21365,0.290302071,23.71428571,20.14285714,16,14.42857143,13.57142857,12.85714286,86.57142857,71,54.85714286,1012.142857,1010.857143,1009.428571,16,13.57142857,9.428571429,15.85714286,2.857142857,24.28571429,0,4.142857143,263.4285714,2332968,15.2,1926214144,10109.436,49400,0.831,5017300,4604200,413100,0.082,1.342,12.082,100
BRAND164 18-PACK 12 OZ CAN,COMPETITOR 1,BRAND164,18-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,6/15/2014,105,0.393346602,0.559489278,29,0.062402616,15.06558147,20.08744196,3499,2624.273378,0.229249971,25,20.42857143,15.71428571,14.42857143,13.14285714,11.57142857,86.14285714,67.14285714,47.14285714,1013,1012,1011.142857,16,15.28571429,12.71428571,13.28571429,3.142857143,24.33333333,0,1.428571429,191.8571429,2332968,15.2,1926214144,10109.436,49400,0.831,5017300,4604200,413100,0.082,1.342,12.082,100
BRAND164 18-PACK 12 OZ CAN,COMPETITOR 1,BRAND164,18-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,6/22/2014,80,0.297568846,0.520865693,293,0.706507932,15.104822,20.13976267,3558,2668.376205,0.254344078,25.28571429,21.42857143,17.42857143,16.42857143,15.42857143,14.42857143,87.42857143,72.42857143,56.57142857,1012.714286,1011.714286,1010.285714,16,14.42857143,11.28571429,14.57142857,3.428571429,25.28571429,0,3.428571429,243,2332968,15.2,1926214144,10109.436,49400,0.831,5017300,4604200,413100,0.082,1.342,12.082,100
BRAND164 18-PACK 12 OZ CAN,COMPETITOR 1,BRAND164,18-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,6/29/2014,85,0.299931731,0.525879202,29,0.057367078,15.18191151,20.24254868,3445,2583.985549,0.232176033,25.5,22,18,17,16.5,16,87,74.5,61,1012.5,1011,1010,16,15,11,12,3,24,0,4.5,206.5,2332968,15.2,1926214144,10109.436,49400,0.831,5017300,4604200,413100,0.082,1.342,12.082,100
BRAND164 18-PACK 12 OZ CAN,COMPETITOR 1,BRAND164,18-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,07-06-2014,93,0.279048732,0.556401672,27,0.055296237,14.77015709,19.69354278,6220,4665.264612,0.276010856,28.71428571,23.85714286,18.57142857,17.42857143,16.42857143,14.57142857,88.14285714,66.71428571,44.85714286,1014.714286,1013.285714,1011.857143,16,15.71428571,12.57142857,15,3.857142857,24.14285714,0,2,205.7142857,2380773,15.3,1954980268,10109.436,49400,0.87,5021600,4613100,408500,0.081,1.191,10.961,100.8
BRAND164 18-PACK 12 OZ CAN,COMPETITOR 1,BRAND164,18-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,7/13/2014,34,0.124041299,0.517380285,26,0.072924439,14.62706214,19.50274951,4560,3420.293183,0.322855359,26.71428571,23,19.14285714,16.85714286,15.85714286,14.85714286,81.85714286,68.14285714,54,1015.857143,1014.714286,1013.142857,16,14.71428571,11,15.28571429,3.714285714,24.57142857,0,2.571428571,249.2857143,2380773,15.3,1954980268,10109.436,49400,0.87,5021600,4613100,408500,0.081,1.191,10.961,100.8
BRAND164 18-PACK 12 OZ CAN,COMPETITOR 1,BRAND164,18-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,7/20/2014,61,0.212758052,0.519807415,57,0.150353001,14.56374194,19.41832259,3976,2982.301215,0.299736795,29.71428571,24.57142857,19,17,16.42857143,14.57142857,83.57142857,64.71428571,45,1015,1013.285714,1011.857143,16,15.71428571,13.71428571,16.14285714,3.857142857,25.28571429,0,1,243.4285714,2380773,15.3,1954980268,10109.436,49400,0.87,5021600,4613100,408500,0.081,1.191,10.961,100.8
BRAND164 18-PACK 12 OZ CAN,COMPETITOR 1,BRAND164,18-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,7/27/2014,61,0.226681439,0.526288938,314,0.886925342,14.57755569,19.43674092,3987,2989.916632,0.281637187,30.8,25.4,19.6,17.6,16.4,12,83,60.2,36.6,1015.6,1014,1012.4,16,15.8,13.4,14.2,3.4,23.6,0,0,248.4,2380773,15.3,1954980268,10109.436,49400,0.87,5021600,4613100,408500,0.081,1.191,10.961,100.8
BRAND164 18-PACK 12 OZ CAN,COMPETITOR 1,BRAND164,18-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,08-03-2014,84,0.289533617,0.53495039,28,0.062329998,15.09053576,20.12071435,3474,2605.176584,0.243998687,28,23.42857143,18.42857143,17.42857143,16,14.57142857,85.71428571,67,48,1015.285714,1014.142857,1012.714286,16,14.71428571,10.28571429,15.42857143,3.285714286,24.28571429,0.072857143,3.142857143,251.2857143,2380773,15.3,1954980268,10109.436,49400,0.87,5026700,4621800,404900,0.081,1.345,12.402,101.5
BRAND164 18-PACK 12 OZ CAN,COMPETITOR 1,BRAND164,18-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,08-10-2014,159,0.561342,0.510523263,154,0.464043642,14.62341411,19.49788548,4078,3058.694695,0.294619168,29.42857143,24,18.28571429,17.14285714,16.14285714,14,88.71428571,66.57142857,44,1014.857143,1013.714286,1012.428571,16,14.42857143,10.71428571,15.57142857,3.571428571,23.71428571,0,1.285714286,261.8571429,2380773,15.3,1954980268,10109.436,49400,0.87,5026700,4621800,404900,0.081,1.345,12.402,101.5
BRAND164 18-PACK 12 OZ CAN,COMPETITOR 1,BRAND164,18-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,8/17/2014,80,0.284026863,0.507763446,87,0.233494455,15.43534891,20.58046522,3545,2658.672059,0.253887352,28.85714286,24,19,17.14285714,15.85714286,14.57142857,81.57142857,64.85714286,47.42857143,1013.714286,1012.142857,1010.571429,16,15.71428571,14.14285714,14.28571429,3.857142857,23.57142857,0,1.857142857,251.8571429,2380773,15.3,1954980268,10109.436,49400,0.87,5026700,4621800,404900,0.081,1.345,12.402,101.5
BRAND164 18-PACK 12 OZ CAN,COMPETITOR 1,BRAND164,18-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,8/24/2014,130,0.467851529,0.520895228,738,2.056000686,14.23489291,18.97985721,4810,3607.529472,0.350751934,30.57142857,24.85714286,18.57142857,16.57142857,15,11.71428571,81.14285714,59.71428571,37.71428571,1013.428571,1011.857143,1010.428571,16,15.57142857,13.42857143,14.42857143,2.857142857,23.71428571,0,0.428571429,256,2380773,15.3,1954980268,10109.436,49400,0.87,5026700,4621800,404900,0.081,1.345,12.402,101.5
BRAND164 18-PACK 12 OZ CAN,COMPETITOR 1,BRAND164,18-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,8/31/2014,73,0.239160934,0.550867013,69,0.120537698,14.33907703,19.11876937,5723,4292.001418,0.313406069,31,26,21,19,18,17,84,66,48,1010,1009,1007,16,15,10,14,4,26,0,2,232,2380773,15.3,1954980268,10109.436,49400,0.87,5026700,4621800,404900,0.081,1.345,12.402,101.5
BRAND164 18-PACK 12 OZ CAN,COMPETITOR 1,BRAND164,18-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,09-07-2014,94,0.370888135,0.540101916,319,0.954886259,14.31285751,19.08381002,4406,3304.418298,0.298330756,32.42857143,26.57142857,20,17.57142857,15.71428571,11.85714286,81.14285714,56.71428571,32,1010.714286,1009.428571,1007.857143,16,15.71428571,13,15.14285714,2.571428571,24.57142857,0.035714286,0.571428571,246.2857143,2380773,15.4,1954980268,10109.436,49400,0.766,5031200,4629400,401800,0.08,1.189,10.757,99.8
BRAND164 18-PACK 12 OZ CAN,COMPETITOR 1,BRAND164,18-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,9/14/2014,56,0.212266281,0.542450088,88,0.189254083,14.8465357,19.79538093,4250,3187.497603,0.294332024,32.42857143,26.85714286,21.14285714,18,16.28571429,13.42857143,76.14285714,57.57142857,38.57142857,1010,1008.285714,1007,16,16,15.42857143,14.14285714,2.571428571,24,0,1.142857143,219.2857143,2380773,15.4,1954980268,10109.436,49400,0.766,5031200,4629400,401800,0.08,1.189,10.757,99.8
BRAND164 18-PACK 12 OZ CAN,COMPETITOR 1,BRAND164,18-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,9/21/2014,143,0.572547275,0.542631322,631,1.700783678,13.85743004,18.47657338,6244,4683.183959,0.483164956,27.85714286,22.71428571,17.57142857,16.71428571,15.42857143,12.57142857,87.42857143,66.14285714,43.85714286,1013.571429,1012.285714,1010.428571,16,15.71428571,13.85714286,15,2.285714286,24.42857143,0,0.714285714,222.2857143,2380773,15.4,1954980268,10109.436,49400,0.766,5031200,4629400,401800,0.08,1.189,10.757,99.8
BRAND164 18-PACK 12 OZ CAN,COMPETITOR 1,BRAND164,18-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,9/28/2014,82,0.321735873,0.53650413,77,0.203943677,14.88197196,19.84262929,4816,3611.850127,0.382637877,27,22.33333333,17.33333333,16,14,12.33333333,82,62.66666667,42.66666667,1012.333333,1011.333333,1009,16,16,14.66666667,14.66666667,3,25.33333333,0,1.333333333,203.6666667,2380773,15.4,1954980268,10109.436,49400,0.766,5031200,4629400,401800,0.08,1.189,10.757,99.8
BRAND164 18-PACK 12 OZ CAN,COMPETITOR 1,BRAND164,18-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,10-05-2014,27,0.106670429,0.504193399,27,0.08020044,16.17633234,21.56844312,3592,2694.249964,0.269484064,30.42857143,24.42857143,18,17.85714286,14.42857143,8.571428571,87.42857143,60.28571429,32.42857143,1013.285714,1011.857143,1010.571429,16,13.71428571,8.285714286,12.85714286,1.857142857,19.42857143,0,1.428571429,206,2394469,15.4,1974525376,10109.436,49400,0.804,5033900,4635900,397900,0.079,1.336,12.283,102.7
BRAND164 18-PACK 12 OZ CAN,COMPETITOR 1,BRAND164,18-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,10-12-2014,54,0.21899221,0.508103813,54,0.161143319,16.13608979,21.51478638,3720,2790.268311,0.293981607,25.71428571,21.85714286,17.42857143,16,14.85714286,13.42857143,85.28571429,67.71428571,49.85714286,1015,1013.428571,1012.142857,16,13.57142857,10,15,2,24.28571429,0,2.714285714,253.2857143,2394469,15.4,1974525376,10109.436,49400,0.804,5033900,4635900,397900,0.079,1.336,12.283,102.7
BRAND164 18-PACK 12 OZ CAN,COMPETITOR 1,BRAND164,18-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,10/19/2014,89,0.36404064,0.524225848,381,1.070198174,15.110035,20.14671333,4022,3016.651374,0.336416525,27.57142857,22.14285714,16.42857143,16.42857143,14,10.85714286,87.85714286,64,40,1014.571429,1012.857143,1011.714286,16,15.14285714,9.857142857,12.85714286,1.714285714,20.57142857,0,1.571428571,242.2857143,2394469,15.4,1974525376,10109.436,49400,0.804,5033900,4635900,397900,0.079,1.336,12.283,102.7
BRAND164 18-PACK 12 OZ CAN,COMPETITOR 1,BRAND164,18-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,10/26/2014,91,0.36255508,0.541899358,135,0.333611483,15.17207203,20.22942938,4566,3424.576979,0.371103647,25.83333333,21,15.83333333,15.16666667,13.33333333,10.83333333,84.83333333,64.5,43.66666667,1015.5,1013.833333,1012.333333,16,15.83333333,13,13.83333333,2,20.83333333,1.058333333,2.166666667,249.3333333,2394469,15.4,1974525376,10109.436,49400,0.804,5033900,4635900,397900,0.079,1.336,12.283,102.7
BRAND164 18-PACK 12 OZ CAN,COMPETITOR 1,BRAND164,18-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,11-09-2014,24,0.109037278,0.525595919,328,1.053048758,15.02111119,20.02814825,4210,3157.403019,0.36588417,22,18.57142857,15,13.57142857,12.71428571,10.71428571,85.42857143,70.71428571,55,1015.857143,1014.428571,1012.714286,16,14,9.142857143,12.71428571,2.285714286,21.14285714,0,4.714285714,153.7142857,2394469,15.5,1974525376,10109.436,49400,0.724,5034400,4641300,393100,0.078,1.235,10.694,101.8
BRAND164 18-PACK 12 OZ CAN,COMPETITOR 1,BRAND164,18-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,11/16/2014,20,0.100023212,0.51965229,109,0.27957208,15.20378599,20.27171465,3434,2575.42991,0.315544937,23.14285714,17.71428571,12,10.57142857,5,-1.142857143,74.85714286,51.57142857,27.85714286,1020.428571,1018.142857,1016.142857,16,15.71428571,13.71428571,13,1.714285714,20.85714286,0,0.571428571,163,2394469,15.5,1974525376,10109.436,49400,0.724,5034400,4641300,393100,0.078,1.235,10.694,101.8
BRAND164 18-PACK 12 OZ CAN,COMPETITOR 1,BRAND164,18-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,11/23/2014,9,0.0374515,0.541067363,82,0.178730629,16.10458385,21.47277847,3297,2472.840891,0.25829671,27.42857143,19.85714286,12.28571429,9.142857143,0.857142857,-7,67.57142857,40.42857143,13,1021,1018.857143,1016.857143,16,15.28571429,13.57142857,11.85714286,2.142857143,19.14285714,0,0.571428571,174,2394469,15.5,1974525376,10109.436,49400,0.724,5034400,4641300,393100,0.078,1.235,10.694,101.8
BRAND164 18-PACK 12 OZ CAN,COMPETITOR 1,BRAND164,18-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,11/30/2014,30,0.137444264,0.545315735,20,0.049760543,16.06357703,21.4181027,4240,3180.046022,0.257468047,19,17,16,15,13,9,90,75,60,1019,1015,1012,16,14,2,19,7,26,7.62,7,98,2394469,15.5,1974525376,10109.436,49400,0.724,5034400,4641300,393100,0.078,1.235,10.694,101.8
BRAND164 18-PACK 12 OZ CAN,COMPETITOR 1,BRAND164,18-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,12/14/2014,72,0.349203512,0.534696021,444,1.050778385,15.4558903,20.60785374,3025,2268.764501,0.292581774,17.85714286,13.71428571,9.571428571,10.28571429,8.428571429,5.857142857,87,69.28571429,51.14285714,1020.857143,1018.714286,1017,16,14.85714286,11.85714286,11.57142857,1.571428571,18,2.37,2.571428571,157.2857143,2394469,15.8,1974525376,10109.436,49400,0.675,5034000,4646200,387800,0.077,1.349,14.42,101.5
BRAND164 18-PACK 12 OZ CAN,COMPETITOR 1,BRAND164,18-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,12/21/2014,21,0.082517351,0.535191079,68,0.140535671,15.99852831,21.33137109,2725,2043.978748,0.223519603,21.14285714,15.14285714,9,8.571428571,3.571428571,-0.714285714,78,52.57142857,26.71428571,1019.857143,1017.142857,1014.142857,15.57142857,13.85714286,10.71428571,11.14285714,2.285714286,20.6,0,0.285714286,119.1428571,2394469,15.8,1974525376,10109.436,49400,0.675,5034000,4646200,387800,0.077,1.349,14.42,101.5
BRAND164 20-PACK 11.2-13 OZ GLASS,COMPETITOR 1,BRAND164,20-PACK 11.2-13 OZ GLASS,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,06-01-2014,94,0.375267258,0.681292557,229,0.585416665,16.46478265,19.75852953,3497,2913.894784,0.27718929,25.14285714,20.71428571,15.42857143,13.71428571,12.71428571,10.85714286,86.14285714,67.28571429,47.57142857,1011.571429,1010.285714,1008.714286,16,14.28571429,9.142857143,14,2.714285714,24.33333333,0,1.428571429,261.2857143,2332968,15.2,1926214144,10109.436,49400,0.831,5017300,4604200,413100,0.082,1.342,12.082,100
BRAND164 20-PACK 11.2-13 OZ GLASS,COMPETITOR 1,BRAND164,20-PACK 11.2-13 OZ GLASS,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,6/15/2014,76,0.284153498,0.724309316,164,0.352776716,16.46921108,19.76384385,3666,3054.925708,0.266870684,25,20.42857143,15.71428571,14.42857143,13.14285714,11.57142857,86.14285714,67.14285714,47.14285714,1013,1012,1011.142857,16,15.28571429,12.71428571,13.28571429,3.142857143,24.33333333,0,1.428571429,191.8571429,2332968,15.2,1926214144,10109.436,49400,0.831,5017300,4604200,413100,0.082,1.342,12.082,100
BRAND164 20-PACK 11.2-13 OZ GLASS,COMPETITOR 1,BRAND164,20-PACK 11.2-13 OZ GLASS,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,6/22/2014,110,0.40574847,0.672174547,353,0.851919782,16.29833956,19.55878983,3004,2503.194031,0.238599256,25.28571429,21.42857143,17.42857143,16.42857143,15.42857143,14.42857143,87.42857143,72.42857143,56.57142857,1012.714286,1011.714286,1010.285714,16,14.42857143,11.28571429,14.57142857,3.428571429,25.28571429,0,3.428571429,243,2332968,15.2,1926214144,10109.436,49400,0.831,5017300,4604200,413100,0.082,1.342,12.082,100
BRAND164 20-PACK 11.2-13 OZ GLASS,COMPETITOR 1,BRAND164,20-PACK 11.2-13 OZ GLASS,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,6/29/2014,154,0.544778602,0.709702732,416,0.826997684,16.46783062,19.76218723,3724,3103.093323,0.278818857,25.5,22,18,17,16.5,16,87,74.5,61,1012.5,1011,1010,16,15,11,12,3,24,0,4.5,206.5,2332968,15.2,1926214144,10109.436,49400,0.831,5017300,4604200,413100,0.082,1.342,12.082,100
BRAND164 20-PACK 11.2-13 OZ GLASS,COMPETITOR 1,BRAND164,20-PACK 11.2-13 OZ GLASS,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,07-06-2014,129,0.387088033,0.716903277,266,0.55172211,16.5518422,19.86300516,5027,4188.797938,0.247821678,28.71428571,23.85714286,18.57142857,17.42857143,16.42857143,14.57142857,88.14285714,66.71428571,44.85714286,1014.714286,1013.285714,1011.857143,16,15.71428571,12.57142857,15,3.857142857,24.14285714,0,2,205.7142857,2380773,15.3,1954980268,10109.436,49400,0.87,5021600,4613100,408500,0.081,1.191,10.961,100.8
BRAND164 20-PACK 11.2-13 OZ GLASS,COMPETITOR 1,BRAND164,20-PACK 11.2-13 OZ GLASS,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,7/20/2014,81,0.278875174,0.700780312,263,0.696820445,16.07567664,19.29158363,3364,2803.558161,0.281772188,29.71428571,24.57142857,19,17,16.42857143,14.57142857,83.57142857,64.71428571,45,1015,1013.285714,1011.857143,16,15.71428571,13.71428571,16.14285714,3.857142857,25.28571429,0,1,243.4285714,2380773,15.3,1954980268,10109.436,49400,0.87,5021600,4613100,408500,0.081,1.191,10.961,100.8
BRAND164 20-PACK 11.2-13 OZ GLASS,COMPETITOR 1,BRAND164,20-PACK 11.2-13 OZ GLASS,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,7/27/2014,64,0.235159159,0.687820377,24,0.067656485,16.11665699,19.34076202,3403,2835.36254,0.267078862,30.8,25.4,19.6,17.6,16.4,12,83,60.2,36.6,1015.6,1014,1012.4,16,15.8,13.4,14.2,3.4,23.6,0,0,248.4,2380773,15.3,1954980268,10109.436,49400,0.87,5021600,4613100,408500,0.081,1.191,10.961,100.8
BRAND164 20-PACK 11.2-13 OZ GLASS,COMPETITOR 1,BRAND164,20-PACK 11.2-13 OZ GLASS,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,08-03-2014,134,0.465709505,0.702920722,177,0.390936802,15.56455448,18.67821251,3967,3305.705112,0.30960961,28,23.42857143,18.42857143,17.42857143,16,14.57142857,85.71428571,67,48,1015.285714,1014.142857,1012.714286,16,14.71428571,10.28571429,15.42857143,3.285714286,24.28571429,0.072857143,3.142857143,251.2857143,2380773,15.3,1954980268,10109.436,49400,0.87,5026700,4621800,404900,0.081,1.345,12.402,101.5
BRAND164 20-PACK 11.2-13 OZ GLASS,COMPETITOR 1,BRAND164,20-PACK 11.2-13 OZ GLASS,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,8/17/2014,65,0.231203016,0.675518657,40,0.108325803,16.23533592,19.48318243,3149,2624.402006,0.250614766,28.85714286,24,19,17.14285714,15.85714286,14.57142857,81.57142857,64.85714286,47.42857143,1013.714286,1012.142857,1010.571429,16,15.71428571,14.14285714,14.28571429,3.857142857,23.57142857,0,1.857142857,251.8571429,2380773,15.3,1954980268,10109.436,49400,0.87,5026700,4621800,404900,0.081,1.345,12.402,101.5
BRAND164 20-PACK 11.2-13 OZ GLASS,COMPETITOR 1,BRAND164,20-PACK 11.2-13 OZ GLASS,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,8/24/2014,98,0.353315829,0.65723829,393,1.093916765,15.0042443,18.00581339,4039,3365.922812,0.327261065,30.57142857,24.85714286,18.57142857,16.57142857,15,11.71428571,81.14285714,59.71428571,37.71428571,1013.428571,1011.857143,1010.428571,16,15.57142857,13.42857143,14.42857143,2.857142857,23.71428571,0,0.428571429,256,2380773,15.3,1954980268,10109.436,49400,0.87,5026700,4621800,404900,0.081,1.345,12.402,101.5
BRAND164 20-PACK 11.2-13 OZ GLASS,COMPETITOR 1,BRAND164,20-PACK 11.2-13 OZ GLASS,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,8/31/2014,69,0.225749289,0.730477277,179,0.311183356,16.3176582,19.58197311,3921,3267.635078,0.238605854,31,26,21,19,18,17,84,66,48,1010,1009,1007,16,15,10,14,4,26,0,2,232,2380773,15.3,1954980268,10109.436,49400,0.87,5026700,4621800,404900,0.081,1.345,12.402,101.5
BRAND164 20-PACK 11.2-13 OZ GLASS,COMPETITOR 1,BRAND164,20-PACK 11.2-13 OZ GLASS,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,09-07-2014,117,0.464086971,0.651647795,178,0.533125161,16.52527366,19.83112164,2911,2426.050178,0.21902959,32.42857143,26.57142857,20,17.57142857,15.71428571,11.85714286,81.14285714,56.71428571,32,1010.714286,1009.428571,1007.857143,16,15.71428571,13,15.14285714,2.571428571,24.57142857,0.035714286,0.571428571,246.2857143,2380773,15.4,1954980268,10109.436,49400,0.766,5031200,4629400,401800,0.08,1.189,10.757,99.8
BRAND164 20-PACK 11.2-13 OZ GLASS,COMPETITOR 1,BRAND164,20-PACK 11.2-13 OZ GLASS,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,9/14/2014,38,0.143367846,0.682386009,239,0.516808846,16.21583535,19.45978081,3456,2880.104294,0.265947471,32.42857143,26.85714286,21.14285714,18,16.28571429,13.42857143,76.14285714,57.57142857,38.57142857,1010,1008.285714,1007,16,16,15.42857143,14.14285714,2.571428571,24,0,1.142857143,219.2857143,2380773,15.4,1954980268,10109.436,49400,0.766,5031200,4629400,401800,0.08,1.189,10.757,99.8
